date,srcip,dstip,srcport,dstport,proto,ts,td,pkt,byt,type
2016-04-06 17:18:46,719036341,3528473045,0,2048,ICMP,1459963126004000.0,329.996,34,1088,background
2016-04-06 17:18:46,719036341,3543553018,0,2048,ICMP,1459963126004000.0,329.996,34,1088,background
2016-04-06 17:18:46,719036341,3543672832,0,2048,ICMP,1459963126004000.0,329.996,34,1088,background
2016-04-06 17:18:46,719036341,3626558230,0,2048,ICMP,1459963126004000.0,329.996,34,1088,background
2016-04-06 17:18:46,719036341,3627823405,0,2048,ICMP,1459963126004000.0,329.996,34,1088,background
2016-04-06 17:18:46,719036341,3629857982,0,2048,ICMP,1459963126004000.0,329.996,34,1088,background
2016-04-06 17:18:46,719036341,3661050406,0,2048,ICMP,1459963126004000.0,329.996,34,1088,background
2016-04-06 17:18:46,719036341,3681215782,0,2048,ICMP,1459963126004000.0,329.996,34,1088,background
2016-04-06 17:18:46,719036341,3508670281,0,2048,ICMP,1459963126004000.0,329.996,34,1088,background
2016-04-06 17:18:46,719036341,621265680,0,2048,ICMP,1459963126004000.0,329.996,34,1088,background
2016-04-06 17:18:46,719036242,3510197005,8000,56146,TCP,1459963126016000.0,304.9840000000001,62,3224,background
2016-04-06 17:18:46,1922681294,719035635,51195,43001,TCP,1459963126060000.0,169.94,15,810,background
2016-04-06 17:18:46,719036341,613807287,51109,161,UDP,1459963126304000.0,336.696,867,79494,background
2016-04-06 17:18:46,3627831622,719035635,21187,41001,TCP,1459963126320000.0,336.68,322,13534,background
2016-04-06 17:18:46,2842518977,719035635,54504,22011,TCP,1459963126376000.0,327.624,66,3696,background
2016-04-06 17:18:46,719036341,2206886731,51109,161,UDP,1459963126432000.0,336.5680000000001,331,36361,background
2016-04-06 17:18:46,3667012555,719036341,0,0,ICMP,1459963126436000.0,302.564,62,1984,background
2016-04-06 17:18:46,719035870,2206889363,0,2048,ICMP,1459963126504000.0,244.496,34,952,background
2016-04-06 17:18:46,719036249,621076693,64522,161,UDP,1459963126536000.0,300.464,516,72553,background
2016-04-06 17:18:46,3543673067,719035635,57189,43001,TCP,1459963126604000.0,169.396,14,756,background
2016-04-06 17:18:46,719034713,2330657936,48320,443,TCP,1459963126756000.0,328.244,48,9840,background
2016-04-06 17:18:46,3543138957,719034665,61471,443,TCP,1459963126800000.0,336.2,957,98606,background
2016-04-06 17:18:46,719036249,3564346178,64522,161,UDP,1459963126848000.0,305.152,1684,152565,background
2016-04-06 17:18:46,719036341,621218460,51109,161,UDP,1459963126868000.0,336.13199999999995,362,38742,background
2016-04-06 17:18:46,2961357086,719036341,0,0,ICMP,1459963126964000.0,301.036,62,1984,background
2016-04-06 17:18:46,719036249,3496488933,64522,161,UDP,1459963126968000.0,300.032,844,77689,background
2016-04-06 17:18:46,2961357086,719036341,8291,16728,TCP,1459963126984000.0,300.016,36,7762,background
2016-04-06 17:18:47,719036341,621218460,0,2048,ICMP,1459963127004000.0,329.996,34,1088,background
2016-04-06 17:18:47,719036341,621195691,0,2048,ICMP,1459963127004000.0,329.996,34,1088,background
2016-04-06 17:18:47,719036341,3592965760,0,2048,ICMP,1459963127004000.0,329.996,34,1088,background
2016-04-06 17:18:47,719036341,3509815893,0,2048,ICMP,1459963127004000.0,329.996,35,1120,background
2016-04-06 17:18:47,719036341,3494049497,0,2048,ICMP,1459963127004000.0,329.996,34,1088,background
2016-04-06 17:18:47,619070171,719036341,0,0,ICMP,1459963127004000.0,299.996,31,992,background
2016-04-06 17:18:47,719036341,3493936132,0,2048,ICMP,1459963127004000.0,329.996,34,1088,background
2016-04-06 17:18:47,719036249,2966671086,64522,161,UDP,1459963127004000.0,299.996,987,111792,background
2016-04-06 17:18:47,719036341,1040915317,0,2048,ICMP,1459963127004000.0,329.996,34,1088,background
2016-04-06 17:18:47,719036341,1285797167,0,2048,ICMP,1459963127004000.0,329.996,34,1088,background
2016-04-06 17:18:47,1160756348,719035635,60796,43001,TCP,1459963127060000.0,169.94,14,756,background
2016-04-06 17:18:47,1830473197,719036223,80,46894,TCP,1459963127092000.0,335.908,971,1090852,background
2016-04-06 17:18:47,719036117,3496888985,48833,30022,TCP,1459963127176000.0,132.82399999999998,19,1043,background
2016-04-06 17:18:47,719034713,2330657936,52946,443,TCP,1459963127212000.0,327.788,27,9051,background
2016-04-06 17:18:47,719034713,2330657936,52948,443,TCP,1459963127220000.0,327.78,28,9998,background
2016-04-06 17:18:47,3496888985,719036117,30022,48833,TCP,1459963127400000.0,132.6,18,1565,background
2016-04-06 17:18:47,3493870167,719035658,0,0,ICMP,1459963127412000.0,335.588,332,495344,background
2016-04-06 17:18:47,719035162,1243890394,443,49261,TCP,1459963127420000.0,207.58,13597,19711894,background
2016-04-06 17:18:47,3382974783,719034823,0,0,GRE,1459963127664000.0,147.336,344,47330,background
2016-04-06 17:18:47,2821350839,719036341,161,51109,UDP,1459963127720000.0,332.28,454,35534,background
2016-04-06 17:18:47,3627866564,719035672,52844,51215,UDP,1459963127872000.0,337.1280000000001,586,128484,background
2016-04-06 17:18:47,2206889706,719036341,161,51109,UDP,1459963127920000.0,336.08,418,47276,background
2016-04-06 17:18:47,3222673549,719034713,5222,50794,TCP,1459963127936000.0,150.064,8,373,background
2016-04-06 17:18:47,719034713,3222673549,50794,5222,TCP,1459963127940000.0,150.06,8,1683,background
2016-04-06 17:18:47,719032690,2821418172,80,3553,TCP,1459963127960000.0,304.04,180,187659,background
2016-04-06 17:18:47,719032690,2821418172,80,3649,TCP,1459963127988000.0,304.012,180,188231,background
2016-04-06 17:18:48,719036341,707249873,0,2048,ICMP,1459963128000000.0,330.0,34,1088,background
2016-04-06 17:18:48,719036341,847553395,0,2048,ICMP,1459963128000000.0,330.0,34,1088,background
2016-04-06 17:18:48,719036341,1050840638,0,2048,ICMP,1459963128000000.0,330.0,34,1088,background
2016-04-06 17:18:48,719036341,3543667010,0,2048,ICMP,1459963128000000.0,330.0,34,1088,background
2016-04-06 17:18:48,719036341,3495586470,0,2048,ICMP,1459963128000000.0,330.0,34,1088,background
2016-04-06 17:18:48,719036236,719036312,55097,161,UDP,1459963128312000.0,300.688,1133,103796,background
2016-04-06 17:18:48,1830473197,719036223,80,34734,TCP,1459963128456000.0,337.5440000000001,1263,1110360,background
2016-04-06 17:18:48,719036345,4259593,520,520,UDP,1459963128556000.0,330.444,37,13764,background
2016-04-06 17:18:48,3627285177,719035012,43659,80,TCP,1459963128656000.0,120.344,7,3457,background
2016-04-06 17:18:48,719035012,3627285177,80,43659,TCP,1459963128708000.0,120.292,8,5330,background
2016-04-06 17:18:48,2821316043,719035635,58681,43001,TCP,1459963128736000.0,222.264,18,972,background
2016-04-06 17:18:48,719036341,2206889682,51109,161,UDP,1459963128756000.0,334.244,542,52440,background
2016-04-06 17:18:48,3270068746,719035012,56702,80,TCP,1459963128788000.0,328.212,586,48433,background
2016-04-06 17:18:48,719035012,3270068746,80,56702,TCP,1459963128844000.0,328.156,813,1096459,background
2016-04-06 17:18:48,719036342,719036355,161,58527,UDP,1459963128872000.0,336.1280000000001,1832,155774,background
2016-04-06 17:18:48,3561840542,719036245,48190,34914,UDP,1459963128932000.0,336.0680000000001,635,32093,background
2016-04-06 17:18:49,3592962359,719036249,161,64522,UDP,1459963129176000.0,327.824,466,39720,background
2016-04-06 17:18:49,3509835672,719035672,62646,51215,UDP,1459963129192000.0,336.80800000000005,216,69280,background
2016-04-06 17:18:49,621269281,719036359,8291,2098,TCP,1459963129200000.0,328.8,35,1798,background
2016-04-06 17:18:49,719036341,613762170,51109,161,UDP,1459963129212000.0,334.788,680,65405,background
2016-04-06 17:18:49,719036341,621143889,51109,161,UDP,1459963129236000.0,336.764,494,53283,background
2016-04-06 17:18:49,719034815,1163897711,53,24000,UDP,1459963129340000.0,334.66,309,463500,background
2016-04-06 17:18:49,613754186,719035660,0,0,GRE,1459963129500000.0,335.5,202,22907,background
2016-04-06 17:18:49,1165631238,719036242,42614,8000,TCP,1459963129508000.0,300.492,32,2688,background
2016-04-06 17:18:49,3542644520,719035249,35540,449,TCP,1459963129508000.0,333.492,1727,791332,background
2016-04-06 17:18:49,719036341,3509606405,51109,161,UDP,1459963129520000.0,334.48,414,55510,background
2016-04-06 17:18:49,2206889682,719036341,161,51109,UDP,1459963129728000.0,334.272,542,55687,background
2016-04-06 17:18:49,3627900764,719036359,0,0,ICMP,1459963129884000.0,335.116,68,1904,background
2016-04-06 17:18:50,3505529026,719036245,1119,28027,TCP,1459963130068000.0,223.932,70,23872,background
2016-04-06 17:18:50,719036341,2961357086,51109,161,UDP,1459963130204000.0,335.796,1289,134270,background
2016-04-06 17:18:50,2821236371,719036242,49012,8000,TCP,1459963130240000.0,229.76,47,2572,background
2016-04-06 17:18:50,3626327094,719036094,49829,80,TCP,1459963130400000.0,121.6,888,52164,background
2016-04-06 17:18:50,719036094,3626327094,80,49829,TCP,1459963130424000.0,121.576,2450,3590637,background
2016-04-06 17:18:50,719035635,3564129267,22002,34598,TCP,1459963130428000.0,304.572,95,5649,background
2016-04-06 17:18:50,3626732371,719035661,3231,49186,UDP,1459963130524000.0,330.476,66,6864,background
2016-04-06 17:18:50,3542786398,719036242,53692,8000,TCP,1459963130696000.0,335.3040000000001,68,3808,background
2016-04-06 17:18:50,1161601348,719035635,27755,40004,TCP,1459963130700000.0,303.3,590,31364,background
2016-04-06 17:18:50,3626732371,719035661,3233,49188,UDP,1459963130704000.0,230.296,47,4888,background
2016-04-06 17:18:50,2206868324,719036242,22799,8000,TCP,1459963130720000.0,334.28,68,3728,background
2016-04-06 17:18:50,719036242,3542190355,8000,34474,TCP,1459963130756000.0,305.244,92,4672,background
2016-04-06 17:18:50,719036341,3510574683,51109,161,UDP,1459963130828000.0,231.172,291,21911,background
2016-04-06 17:18:50,719034713,3222673501,49901,443,UDP,1459963130852000.0,227.148,20,1412,background
2016-04-06 17:18:50,719035635,3572524080,22002,34785,TCP,1459963130920000.0,304.08,91,5355,background
2016-04-06 17:18:50,3644811184,719036280,1373,31322,ESP,1459963130928000.0,229.072,573,86088,background
2016-04-06 17:18:51,719034631,605332758,53,53,UDP,1459963131004000.0,119.996,3,222,background
2016-04-06 17:18:51,605332758,719034631,53,53,UDP,1459963131008000.0,119.992,3,285,background
2016-04-06 17:18:51,719034862,613807286,443,59408,TCP,1459963131064000.0,165.93599999999995,5,545,background
2016-04-06 17:18:51,719036341,2330657936,54056,443,TCP,1459963131136000.0,226.864,17,10285,background
2016-04-06 17:18:51,3576611414,719036242,38643,8000,TCP,1459963131152000.0,229.848,47,2572,background
2016-04-06 17:18:51,3496995075,719036357,161,58498,UDP,1459963131156000.0,230.844,410,31714,background
2016-04-06 17:18:51,628919339,719036245,4095,26680,TCP,1459963131168000.0,152.832,12,6044,background
2016-04-06 17:18:51,3576611414,719036242,38642,8000,TCP,1459963131260000.0,229.74,47,2572,background
2016-04-06 17:18:51,1113795398,719036116,60979,64105,UDP,1459963131400000.0,304.6,138,20532,background
2016-04-06 17:18:51,3719731021,719034815,4444,53,UDP,1459963131420000.0,299.58,442,28730,background
2016-04-06 17:18:51,613807286,719034862,59408,443,TCP,1459963131492000.0,165.50799999999995,5,200,background
2016-04-06 17:18:51,3222563656,719034631,53,53,UDP,1459963131528000.0,300.472,88,12147,background
2016-04-06 17:18:51,719036341,3493936132,51109,161,UDP,1459963131664000.0,332.336,657,62069,background
2016-04-06 17:18:51,719034713,3106212098,52295,443,TCP,1459963131668000.0,330.332,70,5690,background
2016-04-06 17:18:51,2777010863,719035206,34921,161,UDP,1459963131788000.0,336.212,1028,88308,background
2016-04-06 17:18:51,1830473197,719036223,80,36866,TCP,1459963131840000.0,336.16,971,1090596,background
2016-04-06 17:18:51,3494298739,719036359,161,1027,UDP,1459963131868000.0,230.132,260,58074,background
2016-04-06 17:18:51,3746995700,719036236,51647,56350,TCP,1459963131912000.0,336.088,3932,170045,background
2016-04-06 17:18:51,1061206079,719035195,443,63653,TCP,1459963131988000.0,120.012,5,1144,background
2016-04-06 17:18:52,3106212098,719034713,443,52295,TCP,1459963132004000.0,298.996,35,4653,background
2016-04-06 17:18:52,2821252931,719036249,161,64522,UDP,1459963132084000.0,333.916,435,49241,background
2016-04-06 17:18:52,719036249,619079277,64522,161,UDP,1459963132152000.0,303.848,1492,137294,background
2016-04-06 17:18:52,719035635,3746913901,40004,41894,TCP,1459963132248000.0,303.752,579,38880,background
2016-04-06 17:18:52,1148278208,719034713,80,44610,TCP,1459963132332000.0,332.668,67,3550,background
2016-04-06 17:18:52,719035673,3626656229,3098,31602,ESP,1459963132384000.0,173.616,1043,243224,background
2016-04-06 17:18:52,719035635,1160756348,40004,39274,TCP,1459963132492000.0,303.508,583,39150,background
2016-04-06 17:18:52,719034752,3270067129,80,34238,TCP,1459963132640000.0,128.36,586,642882,background
2016-04-06 17:18:52,3270067129,719034752,34238,80,TCP,1459963132640000.0,128.36,538,64632,background
2016-04-06 17:18:52,719035673,621199470,1186,37786,ESP,1459963132704000.0,176.296,775,205592,background
2016-04-06 17:18:52,719035673,3510180337,3277,29255,ESP,1459963132796000.0,168.204,1329,499144,background
2016-04-06 17:18:52,719036341,3542862242,51109,161,UDP,1459963132812000.0,332.1880000000001,320,36145,background
2016-04-06 17:18:52,719035635,3746913901,40004,47352,TCP,1459963132896000.0,303.1040000000001,579,38880,background
2016-04-06 17:18:52,3496568808,719036357,0,0,ICMP,1459963132968000.0,330.032,34,1088,background
2016-04-06 17:18:52,719036341,637339545,51109,161,UDP,1459963132980000.0,333.02,769,71126,background
2016-04-06 17:18:52,3742229193,719035635,54233,22011,TCP,1459963132980000.0,329.02,66,3696,background
2016-04-06 17:18:52,1161601348,719035635,11468,40004,TCP,1459963132992000.0,303.008,590,31364,background
2016-04-06 17:18:53,3543140250,719036357,0,0,ICMP,1459963133012000.0,329.98800000000006,34,1088,background
2016-04-06 17:18:53,719035673,714166169,3881,32782,ESP,1459963133044000.0,174.956,1344,368848,background
2016-04-06 17:18:53,3496568808,719036341,161,51109,UDP,1459963133356000.0,332.644,450,62498,background
2016-04-06 17:18:53,839635810,719035162,29463,443,TCP,1459963133376000.0,163.624,3170,182441,background
2016-04-06 17:18:53,2842509213,719036116,58974,64105,UDP,1459963133412000.0,165.588,54,6924,background
2016-04-06 17:18:53,719034713,732179822,56542,80,TCP,1459963133540000.0,333.46,64,13018,background
2016-04-06 17:18:53,719036341,625905394,16749,8291,TCP,1459963133596000.0,334.404,90,6116,background
2016-04-06 17:18:53,719036346,719036319,520,520,UDP,1459963133664000.0,155.336,20,6040,background
2016-04-06 17:18:53,719035159,1254418476,8180,49205,TCP,1459963133672000.0,302.328,6945,10417500,background
2016-04-06 17:18:53,732179822,719034713,443,64069,TCP,1459963133784000.0,120.216,18,1864,background
2016-04-06 17:18:53,719036341,3391747519,51109,161,UDP,1459963133800000.0,334.2,435,44036,background
2016-04-06 17:18:53,732179822,719034713,80,56542,TCP,1459963133816000.0,333.184,55,6583,background
2016-04-06 17:18:53,719034713,732179822,64069,443,TCP,1459963133824000.0,120.176,12,1077,background
2016-04-06 17:18:53,3593244484,719036116,59238,64105,UDP,1459963133856000.0,165.144,31,3710,background
2016-04-06 17:18:53,2821350839,719036341,8291,16747,TCP,1459963133868000.0,330.13199999999995,139,41485,background
2016-04-06 17:18:53,3494377489,719036116,50371,64105,UDP,1459963133876000.0,165.12400000000005,32,4016,background
2016-04-06 17:18:53,3509745209,719036116,63765,64105,UDP,1459963133876000.0,165.12400000000005,26,2964,background
2016-04-06 17:18:53,719036116,3494377489,64105,50371,UDP,1459963133900000.0,165.1,30,3516,background
2016-04-06 17:18:53,719036116,3748762145,64105,59825,UDP,1459963133904000.0,165.09599999999998,30,3516,background
2016-04-06 17:18:53,2821253754,719036249,161,64522,UDP,1459963133904000.0,334.096,432,48981,background
2016-04-06 17:18:53,719036116,1730431701,64105,65154,UDP,1459963133912000.0,165.088,30,3516,background
2016-04-06 17:18:53,719036116,3627280143,64105,64179,UDP,1459963133916000.0,165.084,30,3516,background
2016-04-06 17:18:53,3542709482,719036116,52465,64105,UDP,1459963133920000.0,165.08,24,2352,background
2016-04-06 17:18:53,719036116,2842509213,64105,58974,UDP,1459963133924000.0,165.076,29,3418,background
2016-04-06 17:18:53,719036116,1110824039,64105,23460,UDP,1459963133924000.0,165.076,28,3320,background
2016-04-06 17:18:53,719036116,3593244484,64105,59238,UDP,1459963133924000.0,165.076,29,3418,background
2016-04-06 17:18:53,719036116,3543138967,64105,63288,UDP,1459963133924000.0,165.076,29,3418,background
2016-04-06 17:18:53,719036116,3509766665,64105,61224,UDP,1459963133928000.0,165.072,29,3418,background
2016-04-06 17:18:53,719036116,3509837149,64105,63733,UDP,1459963133928000.0,165.072,29,3418,background
2016-04-06 17:18:53,719036116,3509745209,64105,62522,UDP,1459963133928000.0,165.072,29,3418,background
2016-04-06 17:18:53,719036116,3627502898,64105,61459,UDP,1459963133940000.0,165.06,28,3320,background
2016-04-06 17:18:53,719036116,3626645220,64105,36580,UDP,1459963133952000.0,165.048,20,1960,background
2016-04-06 17:18:53,1592649161,719036341,8291,16739,TCP,1459963133964000.0,330.036,41,9222,background
2016-04-06 17:18:53,3509747531,719036116,63392,64105,UDP,1459963133968000.0,165.032,24,2352,background
2016-04-06 17:18:53,719036116,3626271016,64105,1024,UDP,1459963133976000.0,165.024,23,2830,background
2016-04-06 17:18:53,3543896984,719036116,50313,64105,UDP,1459963133984000.0,165.016,42,5540,background
2016-04-06 17:18:53,719036249,2821253028,64522,161,UDP,1459963133988000.0,166.012,53,4294,background
2016-04-06 17:18:53,719036116,3543896984,64105,50313,UDP,1459963133996000.0,165.00400000000005,24,2928,background
2016-04-06 17:18:54,719036116,3627947848,64105,60995,UDP,1459963134000000.0,165.0,24,2928,background
2016-04-06 17:18:54,707243512,719036116,3059,64105,UDP,1459963134000000.0,165.0,25,2658,background
2016-04-06 17:18:54,719035673,3543668533,2617,51486,ESP,1459963134004000.0,172.99599999999995,496,135552,background
2016-04-06 17:18:54,719036116,3383683116,64105,10084,UDP,1459963134004000.0,164.99599999999995,23,2830,background
2016-04-06 17:18:54,3543669261,719036341,8291,16738,TCP,1459963134008000.0,329.992,34,7276,background
2016-04-06 17:18:54,719036116,3576671273,64105,65277,UDP,1459963134008000.0,164.99200000000005,23,2830,background
2016-04-06 17:18:54,3383198733,719036341,8291,16735,TCP,1459963134008000.0,329.992,34,7276,background
2016-04-06 17:18:54,3543672832,719036357,0,0,ICMP,1459963134008000.0,329.992,34,1088,background
2016-04-06 17:18:54,719036116,3543141308,64105,64120,UDP,1459963134016000.0,164.984,24,2928,background
2016-04-06 17:18:54,719035673,3494048355,205,59074,ESP,1459963134128000.0,174.872,565,128168,background
2016-04-06 17:18:54,719035195,1285796482,0,0,GRE,1459963134136000.0,302.8640000000001,2803,1078539,background
2016-04-06 17:18:54,719035673,3496995075,3977,32698,ESP,1459963134184000.0,175.81599999999997,3308,1313984,background
2016-04-06 17:18:54,719036341,613807286,51109,161,UDP,1459963134208000.0,336.792,776,72918,background
2016-04-06 17:18:54,719036249,2821253642,64522,161,UDP,1459963134252000.0,302.748,340,38062,background
2016-04-06 17:18:54,719036245,2778988635,49838,7777,TCP,1459963134392000.0,302.608,1360,58999,background
2016-04-06 17:18:54,1063990105,719036341,161,51109,UDP,1459963134400000.0,332.6,536,55832,background
2016-04-06 17:18:54,1718638843,719035635,35988,22002,TCP,1459963134420000.0,334.58,124,6734,background
2016-04-06 17:18:54,719036249,2821253754,64522,161,UDP,1459963134660000.0,299.34,422,43289,background
2016-04-06 17:18:54,719036116,1205724047,64105,63888,UDP,1459963134904000.0,225.096,37,4298,background
2016-04-06 17:18:54,719036116,1335912790,64105,52339,UDP,1459963134920000.0,165.08,29,3418,background
2016-04-06 17:18:54,719036116,1678310249,64105,63456,UDP,1459963134960000.0,165.04,27,3222,background
2016-04-06 17:18:54,719036116,1201437423,64105,58963,UDP,1459963134964000.0,225.036,33,3906,background
2016-04-06 17:18:54,719036116,1089900131,64105,59849,UDP,1459963134968000.0,165.032,25,3026,background
2016-04-06 17:18:54,719036274,707247715,1935,49529,TCP,1459963134980000.0,302.02,304,13224,background
2016-04-06 17:18:54,719036274,707247715,1935,49531,TCP,1459963134984000.0,302.016,304,13224,background
2016-04-06 17:18:55,1285796482,719035195,0,0,GRE,1459963135096000.0,336.904,2529,215154,background
2016-04-06 17:18:55,2403862665,719036341,0,0,ICMP,1459963135312000.0,333.6880000000001,100,6632,background
2016-04-06 17:18:55,719035195,3509606405,0,0,GRE,1459963135368000.0,303.632,761,255427,background
2016-04-06 17:18:55,3270066274,719036139,59185,80,TCP,1459963135640000.0,265.36,1435,144645,background
2016-04-06 17:18:55,719036139,3270066274,80,59185,TCP,1459963135644000.0,265.356,1637,1945244,background
2016-04-06 17:18:55,1024955114,719036282,4500,4500,UDP,1459963135648000.0,330.352,57,3585,background
2016-04-06 17:18:55,719036116,1203383168,64105,63893,UDP,1459963135688000.0,330.3119999999999,53,5866,background
2016-04-06 17:18:55,719036116,1113343450,64105,63853,UDP,1459963135784000.0,165.21599999999995,30,3324,background
2016-04-06 17:18:55,719036116,1089522202,64105,10870,UDP,1459963135788000.0,330.212,53,5866,background
2016-04-06 17:18:55,719036116,1113343450,64105,64373,UDP,1459963135800000.0,330.2,53,5866,background
2016-04-06 17:18:55,719036116,3519723235,64105,61042,UDP,1459963135812000.0,330.1880000000001,53,5866,background
2016-04-06 17:18:55,719036116,3627511167,64105,49833,UDP,1459963135820000.0,330.18,52,5768,background
2016-04-06 17:18:55,719036116,3747062169,64105,51504,UDP,1459963135820000.0,330.18,53,5866,background
2016-04-06 17:18:55,719036116,3509804174,64105,50191,UDP,1459963135856000.0,330.144,51,5670,background
2016-04-06 17:18:55,719036116,621265680,64105,64457,UDP,1459963135860000.0,218.14,39,4494,background
2016-04-06 17:18:55,719036116,2966351573,64105,58661,UDP,1459963135868000.0,165.132,30,3516,background
2016-04-06 17:18:55,719036116,3383243355,64105,11500,UDP,1459963135876000.0,165.12400000000005,30,3516,background
2016-04-06 17:18:55,719036116,714094911,64105,61837,UDP,1459963135904000.0,165.09599999999998,30,3516,background
2016-04-06 17:18:55,719036116,3626391045,64105,64744,UDP,1459963135964000.0,330.036,44,4984,background
2016-04-06 17:18:55,719036249,3527314288,64522,161,UDP,1459963135976000.0,300.024,407,53349,background
2016-04-06 17:18:55,3527314288,719036249,161,64522,UDP,1459963135988000.0,335.01199999999994,429,61786,background
2016-04-06 17:18:55,719036249,3496532451,64522,161,UDP,1459963135988000.0,301.012,1064,151043,background
2016-04-06 17:18:56,621199470,719036357,161,58498,UDP,1459963136088000.0,331.912,404,31153,background
2016-04-06 17:18:56,3591722841,719036282,30511,45357,ESP,1459963136168000.0,335.832,3541,424920,background
2016-04-06 17:18:56,3627284322,719035635,49207,41001,TCP,1459963136412000.0,335.588,359,15078,background
2016-04-06 17:18:56,3652927218,719036242,33145,8000,TCP,1459963136484000.0,330.516,34,2856,background
2016-04-06 17:18:56,3542786398,719036242,53705,8000,TCP,1459963136556000.0,334.444,68,2912,background
2016-04-06 17:18:56,722388342,719034631,53,53,UDP,1459963136672000.0,216.328,29,2602,background
2016-04-06 17:18:56,719034631,722388342,53,53,UDP,1459963136676000.0,216.324,29,2299,background
2016-04-06 17:18:56,3379690934,719035635,57165,22002,TCP,1459963136748000.0,333.2519999999999,122,6610,background
2016-04-06 17:18:56,3428960851,719036245,443,26780,UDP,1459963136840000.0,173.16,29,1955,background
2016-04-06 17:18:56,719036339,719036314,0,2048,ICMP,1459963136896000.0,330.1040000000001,170,10200,background
2016-04-06 17:18:56,1053666402,719036341,0,0,ICMP,1459963136988000.0,330.01199999999994,35,1120,background
2016-04-06 17:18:56,3652251364,719034860,51442,3389,TCP,1459963136992000.0,329.0080000000001,48,1920,background
2016-04-06 17:18:57,714113684,719035673,3367,53968,ESP,1459963137004000.0,174.99599999999995,1094,167296,background
2016-04-06 17:18:57,3626638383,719036359,0,0,ICMP,1459963137008000.0,229.992,47,1316,background
2016-04-06 17:18:57,719036274,707247715,1935,49488,TCP,1459963137020000.0,302.98,18478,1422272,background
2016-04-06 17:18:57,719036280,3591722841,58749,18837,ESP,1459963137024000.0,302.976,15059,4444728,background
2016-04-06 17:18:57,719036242,3510196991,8000,36338,TCP,1459963137108000.0,299.892,61,3172,background
2016-04-06 17:18:57,637342562,719036242,36637,8000,TCP,1459963137176000.0,229.824,47,2008,background
2016-04-06 17:18:57,719035635,1335903327,40004,41370,TCP,1459963137228000.0,302.772,152,7904,background
2016-04-06 17:18:57,1702145365,719036236,0,0,ICMP,1459963137268000.0,300.732,72,2324,background
2016-04-06 17:18:57,719035635,1137880558,22001,47881,TCP,1459963137336000.0,301.664,60,3240,background
2016-04-06 17:18:57,1730477926,719036379,8291,53668,TCP,1459963137608000.0,336.392,343,280666,background
2016-04-06 17:18:57,719036236,719036314,55097,161,UDP,1459963137692000.0,170.308,633,56683,background
2016-04-06 17:18:57,1040949750,719036341,0,0,ICMP,1459963137808000.0,334.19199999999995,102,3264,background
2016-04-06 17:18:57,719035635,3561791158,22001,34757,TCP,1459963137888000.0,302.112,60,3240,background
2016-04-06 17:18:58,847553395,719036341,0,0,ICMP,1459963138000000.0,170.0,18,576,background
2016-04-06 17:18:58,719036242,3510197239,8000,38535,TCP,1459963138060000.0,299.94,61,2440,background
2016-04-06 17:18:58,719036242,3510197239,8000,38531,TCP,1459963138060000.0,299.94,61,2440,background
2016-04-06 17:18:58,719036242,3510197239,8000,38532,TCP,1459963138060000.0,299.94,61,2440,background
2016-04-06 17:18:58,719036242,3510197239,8000,38533,TCP,1459963138060000.0,299.94,61,2440,background
2016-04-06 17:18:58,719036242,3510197239,8000,38529,TCP,1459963138060000.0,299.94,61,2440,background
2016-04-06 17:18:58,719036242,3510197239,8000,38534,TCP,1459963138060000.0,299.94,61,2440,background
2016-04-06 17:18:58,719034631,3366565025,53,53,UDP,1459963138216000.0,171.78400000000005,16,1389,background
2016-04-06 17:18:58,1162771884,719035631,27283,80,TCP,1459963138224000.0,170.77599999999995,18,738,background
2016-04-06 17:18:58,3626655815,719035870,0,0,ICMP,1459963138276000.0,169.72400000000005,24,672,background
2016-04-06 17:18:58,719034631,3488178046,53,53,UDP,1459963138324000.0,164.676,24,1832,background
2016-04-06 17:18:58,3234563908,719036116,443,2066,TCP,1459963138388000.0,181.612,60,6666,background
2016-04-06 17:18:58,3543491421,719036242,35146,21,TCP,1459963138500000.0,175.5,72,3960,background
2016-04-06 17:18:58,3178233554,719036252,5222,35718,TCP,1459963138772000.0,252.228,108,9419,background
2016-04-06 17:18:58,719036116,3667107771,64105,62340,UDP,1459963138892000.0,225.108,37,4298,background
2016-04-06 17:18:58,719036116,3627081107,64105,20032,UDP,1459963138892000.0,225.108,38,4396,background
2016-04-06 17:18:58,3564111265,719035635,38996,22002,TCP,1459963138908000.0,174.092,60,3331,background
2016-04-06 17:18:59,719036341,3543505871,0,2048,ICMP,1459963139004000.0,169.99599999999995,18,576,background
2016-04-06 17:18:59,719036341,1053687689,0,2048,ICMP,1459963139008000.0,169.99200000000005,18,576,background
2016-04-06 17:18:59,719036341,3510330694,0,2048,ICMP,1459963139008000.0,169.99200000000005,18,576,background
2016-04-06 17:18:59,719036341,3509763835,0,2048,ICMP,1459963139008000.0,169.99200000000005,18,576,background
2016-04-06 17:18:59,719036341,3494372186,0,2048,ICMP,1459963139008000.0,169.99200000000005,18,576,background
2016-04-06 17:18:59,719036341,3391825950,0,2048,ICMP,1459963139008000.0,169.99200000000005,18,576,background
2016-04-06 17:18:59,3510592786,719035635,48315,22002,TCP,1459963139012000.0,320.988,68,3658,background
