date,srcip,dstip,srcport,dstport,ts,td,pkt,byt
2016-04-06 17:19:04,719036242,1278064069,8000,47245,1459963144452000.0,300.548,91,4600
2016-04-06 17:19:04,714255032,719036242,52167,8000,1459963144548000.0,150.452,23,1812
2016-04-06 17:19:04,719036341,1386656305,52092,443,1459963144660000.0,206.34,24,1416
2016-04-06 17:19:04,719035654,2201700308,0,0,1459963144744000.0,293.256,325,53073
2016-04-06 17:19:04,719036236,3746995700,56350,51647,1459963144812000.0,299.188,6657,9371633
2016-04-06 17:19:04,3515300085,719036106,49286,443,1459963144832000.0,280.168,85,3400
2016-04-06 17:19:04,3509885902,719034665,62654,443,1459963144836000.0,280.164,49,1960
2016-04-06 17:19:04,719035635,3564553392,22002,38649,1459963144844000.0,301.156,90,5308
2016-04-06 17:19:04,719036242,714255032,8000,52167,1459963144872000.0,185.128,46,3972
2016-04-06 17:19:04,1040959217,719036341,0,0,1459963144992000.0,280.008,67,2144
2016-04-06 17:19:05,719036249,2821253737,64522,161,1459963145052000.0,299.948,1680,152269
2016-04-06 17:19:05,719035635,3746870287,22002,40964,1459963145080000.0,293.92,101,5919
2016-04-06 17:19:05,719036223,1830473197,36866,80,1459963145132000.0,300.868,397,20644
2016-04-06 17:19:05,719035635,1137880558,22011,33249,1459963145168000.0,297.832,30,1620
2016-04-06 17:19:05,719036242,637342562,8000,36631,1459963145400000.0,300.6,91,4600
2016-04-06 17:19:05,1319157565,719036245,443,27974,1459963145612000.0,141.388,54,4117
2016-04-06 17:19:05,719036341,1438792199,55020,443,1459963145624000.0,161.376,4486,224728
2016-04-06 17:19:05,1438792199,719036341,443,55020,1459963145628000.0,161.372,8870,12576986
2016-04-06 17:19:05,719036249,2206874010,64522,161,1459963145636000.0,300.3640000000001,795,75579
2016-04-06 17:19:05,719036116,1086652948,64105,52969,1459963145748000.0,270.252,45,5082
2016-04-06 17:19:05,719036341,3719019156,50324,443,1459963145784000.0,165.21599999999995,27,8088
2016-04-06 17:19:05,719036341,1772486525,52750,443,1459963145804000.0,262.196,66,4940
2016-04-06 17:19:05,719034631,1007263057,53,53,1459963145828000.0,217.172,19,1442
2016-04-06 17:19:05,3719019156,719036341,443,50324,1459963145844000.0,165.15599999999995,36,30684
2016-04-06 17:19:06,1772486525,719036341,443,52750,1459963146004000.0,261.996,60,6830
2016-04-06 17:19:06,719036249,707243405,64522,161,1459963146036000.0,299.964,611,59857
2016-04-06 17:19:06,2821236371,719036242,49011,8000,1459963146056000.0,328.944,67,3676
2016-04-06 17:19:06,719036254,2064045254,62473,443,1459963146076000.0,140.924,13,1634
2016-04-06 17:19:06,719036254,2064040985,56753,443,1459963146080000.0,140.92,15,3730
2016-04-06 17:19:06,2782107209,719035635,58587,22002,1459963146164000.0,329.836,133,7688
2016-04-06 17:19:06,719036245,1319157565,27974,443,1459963146200000.0,141.8,51,4163
2016-04-06 17:19:06,1007263057,719034631,53,53,1459963146228000.0,168.77200000000005,18,4762
2016-04-06 17:19:06,2772182167,719036252,5902,52226,1459963146292000.0,170.708,18,936
2016-04-06 17:19:06,719036242,3496510386,8000,14083,1459963146364000.0,300.636,62,4216
2016-04-06 17:19:06,621195688,719036135,50146,3389,1459963146416000.0,162.584,659,48809
2016-04-06 17:19:06,719035635,3495619761,50002,3344,1459963146464000.0,300.536,83,5579
2016-04-06 17:19:06,719036135,621195688,3389,50146,1459963146492000.0,162.50799999999995,660,147222
2016-04-06 17:19:06,719036242,3652927218,8000,33145,1459963146500000.0,300.5,61,4164
2016-04-06 17:19:06,719035635,1718638843,22002,35988,1459963146544000.0,297.456,86,5075
2016-04-06 17:19:06,1335901279,719035635,42494,22011,1459963146620000.0,327.38,66,3696
2016-04-06 17:19:06,719036359,719036314,1027,161,1459963146972000.0,330.028,1418,117038
2016-04-06 17:19:06,1592649161,719036341,0,0,1459963146992000.0,330.0080000000001,34,1088
2016-04-06 17:19:06,1285797167,719036341,0,0,1459963146992000.0,330.0080000000001,34,1088
2016-04-06 17:19:07,2064040985,719036254,443,62549,1459963147000000.0,141.0,13,2500
2016-04-06 17:19:07,719035635,1137626096,22002,41548,1459963147084000.0,295.916,88,5193
2016-04-06 17:19:07,719036242,3510196991,8000,36349,1459963147180000.0,299.82,61,3172
2016-04-06 17:19:07,719036242,3510196991,8000,36348,1459963147180000.0,299.82,61,3172
2016-04-06 17:19:07,719035635,3593192614,22002,38245,1459963147224000.0,292.776,96,5640
2016-04-06 17:19:07,3626558230,719036357,161,58498,1459963147424000.0,332.576,302,36716
2016-04-06 17:19:07,719034631,542326740,53,53,1459963147448000.0,148.55200000000005,14,1142
2016-04-06 17:19:07,719034631,3534710091,53,53,1459963147836000.0,227.164,41,3575
2016-04-06 17:19:07,719036266,3527061770,51659,7615,1459963147928000.0,300.072,81,4326
2016-04-06 17:19:07,607268084,719036357,161,58498,1459963147984000.0,330.016,914,71275
2016-04-06 17:19:08,2063992226,719036254,443,56802,1459963148064000.0,140.936,15,2649
2016-04-06 17:19:08,719036245,3428960851,26855,443,1459963148092000.0,300.908,41,3069
2016-04-06 17:19:08,719036242,3510196991,8000,34610,1459963148144000.0,299.856,61,3172
2016-04-06 17:19:08,719036242,3510196991,8000,34608,1459963148144000.0,299.856,61,3172
2016-04-06 17:19:08,719036242,3510196991,8000,34614,1459963148144000.0,299.856,61,3172
2016-04-06 17:19:08,719036242,3510196991,8000,34616,1459963148144000.0,299.856,61,3172
2016-04-06 17:19:08,719036242,3510196991,8000,34617,1459963148144000.0,299.856,61,3172
2016-04-06 17:19:08,719036242,3510196991,8000,34618,1459963148144000.0,299.856,61,3172
2016-04-06 17:19:08,719036242,3510196991,8000,34609,1459963148144000.0,299.856,61,3172
2016-04-06 17:19:08,719036242,3510196991,8000,34624,1459963148144000.0,299.856,61,3172
2016-04-06 17:19:08,719036242,3510196991,8000,34623,1459963148144000.0,299.856,61,3172
2016-04-06 17:19:08,719036242,3510196991,8000,34611,1459963148144000.0,299.856,61,3172
2016-04-06 17:19:08,719036242,3510196991,8000,34622,1459963148144000.0,299.856,61,3172
2016-04-06 17:19:08,719036242,3510196991,8000,34621,1459963148144000.0,299.856,61,3172
2016-04-06 17:19:08,719036242,3510196991,8000,34620,1459963148144000.0,299.856,61,3172
2016-04-06 17:19:08,719036242,3510196991,8000,34619,1459963148144000.0,299.856,61,3172
2016-04-06 17:19:08,719035635,3746937254,22002,51470,1459963148272000.0,300.728,86,5863
2016-04-06 17:19:08,719036242,3496836055,55039,1200,1459963148396000.0,300.6040000000001,120,5760
2016-04-06 17:19:08,3644811262,719036280,56275,2641,1459963148528000.0,333.472,1193,288616
2016-04-06 17:19:08,719034860,847553395,3389,49172,1459963148676000.0,230.324,765,349641
2016-04-06 17:19:08,962077927,719036245,443,27053,1459963148880000.0,264.12,275,52377
2016-04-06 17:19:09,2232563010,719036341,0,0,1459963149004000.0,169.99599999999995,18,576
2016-04-06 17:19:09,3509763835,719036341,0,0,1459963149004000.0,169.99599999999995,18,576
2016-04-06 17:19:09,2966367387,719036341,0,0,1459963149008000.0,169.99200000000005,18,576
2016-04-06 17:19:09,719036341,2232563010,0,2048,1459963149008000.0,169.99200000000005,18,576
2016-04-06 17:19:09,1050852398,719036341,0,0,1459963149008000.0,169.99200000000005,18,576
2016-04-06 17:19:09,3270068738,719034636,34330,80,1459963149032000.0,154.968,590,77266
2016-04-06 17:19:09,719034636,3270068738,80,34330,1459963149032000.0,154.968,590,651120
2016-04-06 17:19:09,719035635,3626906837,22002,45645,1459963149264000.0,175.736,64,3805
2016-04-06 17:19:09,2653057583,719035635,53755,22002,1459963149424000.0,172.576,69,3750
2016-04-06 17:19:09,3742229193,719035635,36551,22002,1459963149668000.0,171.332,68,3688
2016-04-06 17:19:09,707248430,719036242,40057,8000,1459963149728000.0,170.27200000000005,18,1512
2016-04-06 17:19:09,1386396657,719036341,5938,53179,1459963149740000.0,170.26,8,416
2016-04-06 17:19:09,719036282,3644811184,39556,60906,1459963149760000.0,311.24,71,9848
2016-04-06 17:19:09,719036341,1386396657,53179,5938,1459963149776000.0,170.22400000000005,12,672
2016-04-06 17:19:09,719036249,2821252931,64522,161,1459963149880000.0,297.12,423,43357
2016-04-06 17:19:09,3626906837,719035635,45645,22002,1459963149880000.0,154.12,66,3610
2016-04-06 17:19:09,3496862671,719036341,0,0,1459963149896000.0,171.104,18,576
2016-04-06 17:19:10,1040915317,719036357,161,58498,1459963150000000.0,170.0,36,17622
2016-04-06 17:19:10,3496974707,719036357,161,58498,1459963150000000.0,170.0,36,17910
2016-04-06 17:19:10,613807287,719036341,0,0,1459963150004000.0,169.99599999999995,18,576
2016-04-06 17:19:10,2206868323,719036341,0,0,1459963150004000.0,169.99599999999995,18,576
2016-04-06 17:19:10,3542903243,719036357,8291,55540,1459963150008000.0,169.99200000000005,18,3744
2016-04-06 17:19:10,607355193,719036341,0,0,1459963150008000.0,169.99200000000005,18,576
2016-04-06 17:19:10,3494072368,719036357,161,58498,1459963150008000.0,169.99200000000005,18,8442
2016-04-06 17:19:10,3627894148,719036357,161,58498,1459963150008000.0,169.99200000000005,169,22009
2016-04-06 17:19:10,613789036,719036357,8291,55538,1459963150012000.0,169.988,18,3912
2016-04-06 17:19:10,719036249,3496532466,64522,161,1459963150052000.0,304.948,713,68081
2016-04-06 17:19:10,719035633,3782769373,0,771,1459963150060000.0,302.94,45,3420
2016-04-06 17:19:10,607268084,719036266,57761,8081,1459963150276000.0,163.724,53,29323
2016-04-06 17:19:10,3222669219,719035255,443,49538,1459963150408000.0,169.592,18,1175
2016-04-06 17:19:10,3222669219,719034713,443,61266,1459963150440000.0,332.56,37,4326
2016-04-06 17:19:10,3543532992,719035635,52214,22002,1459963150516000.0,172.484,69,3750
2016-04-06 17:19:10,3626732371,719035661,3237,49192,1459963150592000.0,330.408,66,3960
2016-04-06 17:19:10,3390877736,719036242,51882,8000,1459963150720000.0,170.28,18,1512
2016-04-06 17:19:10,719036116,3383199541,64105,50994,1459963150768000.0,168.232,31,3710
2016-04-06 17:19:10,3509804174,719036116,50191,64105,1459963150840000.0,330.16,57,6466
2016-04-06 17:19:11,707247715,719036274,49427,1935,1459963151000000.0,332.0,167,7849
2016-04-06 17:19:11,3591760694,719036282,50306,56178,1459963151156000.0,331.844,75,10344
2016-04-06 17:19:11,719034741,3428910858,37422,443,1459963151248000.0,146.752,3156,236238
2016-04-06 17:19:11,3428910858,719034741,443,37422,1459963151276000.0,146.724,6829,9317180
2016-04-06 17:19:11,719034815,3951163023,0,0,1459963151292000.0,332.708,16102,21021161
2016-04-06 17:19:11,1730436471,719036236,161,55097,1459963151384000.0,331.616,103,8112
2016-04-06 17:19:11,719035635,3542801709,22002,60120,1459963151520000.0,304.48,97,5685
2016-04-06 17:19:11,3496756456,719035635,52926,22002,1459963151708000.0,324.2920000000001,122,6614
2016-04-06 17:19:11,719035635,1335901279,22002,41693,1459963151760000.0,305.24,93,5512
2016-04-06 17:19:11,3543138957,719034665,62907,443,1459963151808000.0,329.19199999999995,190,18826
2016-04-06 17:19:11,719036339,719036312,0,2048,1459963151868000.0,310.132,160,9600
2016-04-06 17:19:12,3589925623,719034823,59514,80,1459963152012000.0,140.988,32,7401
2016-04-06 17:19:12,719034823,3589925623,80,59514,1459963152040000.0,140.96,33,23413
2016-04-06 17:19:12,719034823,3589925623,80,62471,1459963152076000.0,124.924,19,8009
2016-04-06 17:19:12,719034994,1228731397,80,36866,1459963152092000.0,182.908,402,290018
2016-04-06 17:19:12,3627788584,719035635,36620,43001,1459963152136000.0,325.8640000000001,26,1404
2016-04-06 17:19:12,1730436465,719036355,161,58527,1459963152280000.0,331.72,103,8110
2016-04-06 17:19:12,719035195,3496940448,2892,62461,1459963152480000.0,140.52,358,124384
2016-04-06 17:19:12,2966367478,719036242,40015,8000,1459963152532000.0,330.468,34,2856
2016-04-06 17:19:12,3746703473,719032601,58804,80,1459963152620000.0,164.38,60,8390
2016-04-06 17:19:12,1228731397,719034994,36866,80,1459963152628000.0,183.372,387,120776
2016-04-06 17:19:12,3510196991,719036242,34608,8000,1459963152680000.0,330.32,67,3644
2016-04-06 17:19:12,1730436466,719036359,161,1027,1459963152744000.0,331.256,103,8110
2016-04-06 17:19:12,1018773298,719034631,53,53,1459963152748000.0,332.2519999999999,142,21734
2016-04-06 17:19:12,719034631,1018773298,53,53,1459963152752000.0,332.2480000000001,142,11774
2016-04-06 17:19:12,719036249,3509606890,64522,161,1459963152792000.0,276.208,453,36964
2016-04-06 17:19:12,3510196991,719036242,34615,8000,1459963152800000.0,330.2,67,3644
2016-04-06 17:19:12,3510196991,719036242,34610,8000,1459963152808000.0,330.19199999999995,67,3644
2016-04-06 17:19:12,3510196991,719036242,34624,8000,1459963152808000.0,330.19199999999995,67,3644
2016-04-06 17:19:12,3496494310,719036341,161,51109,1459963152936000.0,330.064,388,58042
2016-04-06 17:19:13,719035635,3390703813,22002,40556,1459963153152000.0,310.848,93,5504
2016-04-06 17:19:13,3627784520,719035635,36612,43001,1459963153204000.0,325.796,26,1404
2016-04-06 17:19:13,3644811257,719036282,12996,64254,1459963153252000.0,332.7480000000001,76,10480
2016-04-06 17:19:13,719036242,3652216552,8000,44906,1459963153292000.0,310.708,64,4352
2016-04-06 17:19:13,719035635,3564110349,22002,51014,1459963153336000.0,311.664,113,8439
2016-04-06 17:19:13,868159755,719035162,2020,54306,1459963153460000.0,330.54,649,244692
2016-04-06 17:19:13,2403862665,719036082,53,45465,1459963153772000.0,126.228,18,2122
2016-04-06 17:19:13,719036082,2403862665,45465,53,1459963153788000.0,126.212,18,1380
2016-04-06 17:19:14,3738655541,719036357,0,0,1459963154008000.0,309.992,32,1024
2016-04-06 17:19:14,1730477926,719036379,0,0,1459963154020000.0,331.98,313,18780
2016-04-06 17:19:14,719036249,708991994,64522,161,1459963154068000.0,309.932,340,37762
2016-04-06 17:19:14,3591722841,719036282,30511,45357,1459963154152000.0,329.848,75,10344
2016-04-06 17:19:14,621269268,719036357,161,58498,1459963154200000.0,330.8,629,62699
2016-04-06 17:19:14,719034815,1218703352,53,4444,1459963154296000.0,127.704,2685,4027500
2016-04-06 17:19:14,719034815,1218703352,0,0,1459963154296000.0,127.704,5370,7010535
2016-04-06 17:19:14,719034631,3307231305,53,53,1459963154356000.0,138.644,32,2692
2016-04-06 17:19:14,3492897294,719036254,443,50294,1459963154436000.0,330.564,13,688
2016-04-06 17:19:14,3117289457,719036252,14753,45835,1459963154504000.0,329.496,32,2592
2016-04-06 17:19:14,719035635,3510592743,22002,57488,1459963154572000.0,304.428,91,5349
2016-04-06 17:19:14,719035870,3383203480,0,2048,1459963154588000.0,311.4120000000001,63,1848
2016-04-06 17:19:14,3626656164,719035673,2704,49609,1459963154612000.0,331.3880000000001,4907,927912
2016-04-06 17:19:14,3681179342,719035635,41381,22011,1459963154948000.0,331.052,67,3756
2016-04-06 17:19:15,1730471154,719036359,0,0,1459963155012000.0,329.98800000000006,67,1876
2016-04-06 17:19:15,719035673,3626656164,336,58850,1459963155080000.0,311.92,4479,1337112
2016-04-06 17:19:15,3516092579,719035603,54108,443,1459963155264000.0,121.736,10,599
2016-04-06 17:19:15,3542786398,719036242,53699,8000,1459963155496000.0,330.504,67,2840
2016-04-06 17:19:15,3542786398,719036242,53695,8000,1459963155496000.0,330.504,67,2840
2016-04-06 17:19:15,719036249,714605879,64522,161,1459963155500000.0,310.5,440,45623
2016-04-06 17:19:15,3519727487,719035602,60296,443,1459963155716000.0,181.284,20,2933
2016-04-06 17:19:15,1730436465,719036359,0,0,1459963155884000.0,330.116,67,1876
2016-04-06 17:19:15,3585490127,719035603,65321,443,1459963155964000.0,223.036,151,24157
2016-04-06 17:19:15,621143889,719036341,0,0,1459963155980000.0,330.02,34,1088
2016-04-06 17:19:16,719036249,707240675,64522,161,1459963156016000.0,309.9840000000001,490,50606
2016-04-06 17:19:16,719036341,3576566523,53703,4456,1459963156124000.0,333.876,5250,342469
2016-04-06 17:19:16,1285844151,719034980,46612,110,1459963156240000.0,132.76,226,13946
2016-04-06 17:19:16,719034980,1285844151,110,46612,1459963156244000.0,132.756,601,845684
2016-04-06 17:19:16,3496581410,719035673,2121,12783,1459963156248000.0,333.7519999999999,11934,2209088
2016-04-06 17:19:16,719036242,3494115860,8000,23898,1459963156280000.0,310.72,64,3584
2016-04-06 17:19:16,3576566523,719036341,4456,53703,1459963156312000.0,333.6880000000001,5711,1489428
2016-04-06 17:19:16,719034631,3307231337,53,53,1459963156360000.0,128.64,24,1975
2016-04-06 17:19:16,2778988635,719036245,7777,49838,1459963156472000.0,333.528,1409,211823
2016-04-06 17:19:16,719034773,3222669218,36773,5228,1459963156680000.0,120.32,13,1785
2016-04-06 17:19:16,3222669218,719034773,5228,36773,1459963156752000.0,120.248,12,1109
2016-04-06 17:19:17,719036069,1106519047,41631,443,1459963157032000.0,201.968,12,780
2016-04-06 17:19:17,1251970284,719035162,53295,443,1459963157068000.0,308.932,8460,443812
2016-04-06 17:19:17,613762170,719035195,0,0,1459963157092000.0,332.908,2718,195545
2016-04-06 17:19:17,719036117,2777720741,53866,30022,1459963157100000.0,133.9,16,880
2016-04-06 17:19:17,719034631,1006969694,53,53,1459963157136000.0,152.864,15,1092
2016-04-06 17:19:17,1006969694,719034631,53,53,1459963157136000.0,152.864,15,2627
2016-04-06 17:19:17,3510180337,719035673,1301,12222,1459963157224000.0,142.776,949,150312
2016-04-06 17:19:17,3746703473,719032601,58810,80,1459963157248000.0,158.752,46,8375
2016-04-06 17:19:17,719035162,1251970284,443,53295,1459963157308000.0,308.692,8758,12311693
2016-04-06 17:19:17,3644811184,719036282,15333,62900,1459963157328000.0,332.672,2862,343440
2016-04-06 17:19:17,1183243652,719035162,58143,443,1459963157356000.0,252.644,26438,1289699
2016-04-06 17:19:17,2777720741,719036117,30022,53866,1459963157748000.0,133.252,15,1349
2016-04-06 17:19:17,719035635,2842325662,22002,49397,1459963157860000.0,304.14,115,6819
2016-04-06 17:19:17,719034631,2010122562,53,53,1459963157904000.0,159.096,11,951
2016-04-06 17:19:17,719035162,1183243652,443,58143,1459963157908000.0,226.092,46987,70188586
2016-04-06 17:19:17,719034631,3575042044,53,53,1459963157960000.0,331.04,41,3575
2016-04-06 17:19:18,719034713,3494304335,29521,59372,1459963158008000.0,332.992,18713,2765361
2016-04-06 17:19:18,708991993,719036249,161,64522,1459963158028000.0,326.972,1472,141807
2016-04-06 17:19:18,719036117,615695613,51204,333,1459963158040000.0,332.96,4184,327648
2016-04-06 17:19:18,719034823,3590022758,0,0,1459963158052000.0,332.9480000000001,4458,1795859
2016-04-06 17:19:18,719034815,1163463307,53,11043,1459963158072000.0,332.92800000000005,13938,7401078
2016-04-06 17:19:18,719034815,1728287886,53,14625,1459963158084000.0,332.916,13938,7401078
2016-04-06 17:19:18,719034713,3543141308,65460,60379,1459963158088000.0,332.912,6102,382848
2016-04-06 17:19:18,719036117,615695613,51206,333,1459963158124000.0,332.876,2208,178304
2016-04-06 17:19:18,719034815,3172139187,53,3074,1459963158156000.0,130.844,995,1492500
2016-04-06 17:19:18,719034815,3172139187,0,0,1459963158156000.0,130.844,1990,2625255
2016-04-06 17:19:18,719034631,3436199359,53,53,1459963158160000.0,117.84,10,708
2016-04-06 17:19:18,3508670281,719036357,161,58498,1459963158240000.0,331.76,668,67391
2016-04-06 17:19:18,719034815,4109368363,0,0,1459963158244000.0,332.756,5294,6999107
2016-04-06 17:19:18,719034815,4109368363,53,3074,1459963158244000.0,332.756,2647,3970500
2016-04-06 17:19:18,719036092,866962101,80,49682,1459963158248000.0,332.7519999999999,9685,14527500
2016-04-06 17:19:18,3681188003,719035635,57163,22011,1459963158284000.0,161.716,20,1286
2016-04-06 17:19:18,719034713,3746620963,58960,55873,1459963158300000.0,332.7,5723,371974
2016-04-06 17:19:18,719036116,708973511,24259,28214,1459963158308000.0,332.69199999999995,1645,157920
2016-04-06 17:19:18,719034713,710619707,62111,5938,1459963158368000.0,332.63199999999995,3712,292622
2016-04-06 17:19:18,719035635,3561791158,22002,59300,1459963158536000.0,304.464,98,5739
2016-04-06 17:19:18,719036341,3627819275,51109,161,1459963158544000.0,275.456,321,33908
2016-04-06 17:19:18,719036341,2784757650,52766,443,1459963158552000.0,330.4480000000001,20,1112
2016-04-06 17:19:18,3627819275,719036357,161,58498,1459963158604000.0,332.396,333,39273
2016-04-06 17:19:18,2784757650,719036341,443,52766,1459963158656000.0,330.344,13,688
2016-04-06 17:19:18,719034823,1050840638,0,0,1459963158676000.0,332.324,36136,23413894
2016-04-06 17:19:18,3270068743,719036130,55125,443,1459963158836000.0,264.164,180,23032
2016-04-06 17:19:18,3383404767,719036357,161,58498,1459963158852000.0,272.148,645,51176
2016-04-06 17:19:18,719036351,4259593,520,520,1459963158880000.0,273.12,56,18592
2016-04-06 17:19:18,719036130,3270068743,443,55125,1459963158896000.0,264.10400000000004,198,240118
2016-04-06 17:19:18,2842518977,719035635,57898,22002,1459963158928000.0,274.072,102,5536
2016-04-06 17:19:19,707247715,719036274,49529,1935,1459963159000000.0,332.0,167,7849
2016-04-06 17:19:19,719036255,3144609125,61041,14698,1459963159004000.0,235.996,24,1944
2016-04-06 17:19:19,719034811,621269268,0,0,1459963159056000.0,333.944,7176,1009806
2016-04-06 17:19:19,719034823,3627286024,0,0,1459963159084000.0,333.916,2463,1144467
2016-04-06 17:19:19,3383572175,719035635,51167,22002,1459963159144000.0,273.856,104,5642
2016-04-06 17:19:19,719034860,3652251364,1000,59302,1459963159352000.0,333.648,1732,519016
2016-04-06 17:19:19,2821236371,719036242,49010,8000,1459963159384000.0,330.616,67,3644
2016-04-06 17:19:19,839635810,719035162,20781,443,1459963159388000.0,324.612,23015,1064341
2016-04-06 17:19:19,1188315919,719035162,17361,443,1459963159396000.0,118.604,82,23614
2016-04-06 17:19:19,719036341,710619708,54165,5938,1459963159508000.0,331.492,202,11272
2016-04-06 17:19:19,719034815,4096276291,0,0,1459963159640000.0,333.36,5030,6652943
2016-04-06 17:19:19,719034815,4096276291,53,3074,1459963159640000.0,333.36,2515,3772500
2016-04-06 17:19:19,719035635,3383572175,22002,51167,1459963159672000.0,304.328,95,5576
2016-04-06 17:19:19,2920595060,719036357,161,58498,1459963159672000.0,310.328,376,41890
2016-04-06 17:19:19,719036254,3428956755,61126,443,1459963159804000.0,303.196,29,2156
2016-04-06 17:19:19,3496494310,719036357,161,58498,1459963159872000.0,170.128,53,18314
2016-04-06 17:19:19,1730436473,719036359,0,0,1459963159920000.0,330.08,67,1876
2016-04-06 17:19:20,2206889338,719036357,161,58498,1459963160008000.0,329.992,474,51008
2016-04-06 17:19:20,3543141308,719034713,60379,65460,1459963160076000.0,332.9240000000001,16529,4283184
2016-04-06 17:19:20,1756832216,719034713,5938,49868,1459963160128000.0,158.872,8,472
2016-04-06 17:19:20,719034713,1756832216,49868,5938,1459963160180000.0,158.82,12,735
2016-04-06 17:19:20,621218460,719036357,161,58498,1459963160204000.0,332.796,365,41054
2016-04-06 17:19:20,3576611414,719036242,38639,8000,1459963160268000.0,330.732,67,3644
2016-04-06 17:19:20,719034713,3383578970,64253,57847,1459963160296000.0,332.704,752,53857
2016-04-06 17:19:20,1830473197,719036223,80,37618,1459963160440000.0,332.56,970,1092940
2016-04-06 17:19:20,719034713,710619667,53710,5938,1459963160620000.0,332.38,636,78209
2016-04-06 17:19:20,1057003565,719035902,500,500,1459963160708000.0,330.292,72,8640
2016-04-06 17:19:20,719034665,1247675873,443,49215,1459963160904000.0,152.096,6,2364
2016-04-06 17:19:20,719034741,3509608262,0,0,1459963160928000.0,331.07199999999995,13083,17867816
2016-04-06 17:19:20,1830473197,719036223,80,43082,1459963160948000.0,333.052,980,1106976
2016-04-06 17:19:20,719035861,607267978,101,11880,1459963160992000.0,130.00799999999998,15,2040
2016-04-06 17:19:21,719034786,3495586470,0,0,1459963161008000.0,332.992,334,23380
2016-04-06 17:19:21,3493936132,719036357,0,0,1459963161012000.0,169.988,18,576
2016-04-06 17:19:21,719034713,3593403834,50251,56667,1459963161088000.0,331.912,652,48398
2016-04-06 17:19:21,719036106,630232857,443,49541,1459963161108000.0,276.892,1748,381348
2016-04-06 17:19:21,1441550969,719036341,443,63928,1459963161144000.0,158.856,41,5602
2016-04-06 17:19:21,719036242,2842639413,8000,50834,1459963161300000.0,300.7,62,4216
2016-04-06 17:19:21,3681188003,719035635,58082,22001,1459963161800000.0,161.2,20,1252
2016-04-06 17:19:21,3681188003,719035635,55403,22001,1459963161800000.0,161.2,20,1252
2016-04-06 17:19:21,719034713,710622908,52122,5938,1459963161828000.0,332.172,469,63972
2016-04-06 17:19:21,1247675873,719034665,49215,443,1459963161908000.0,152.092,6,240
2016-04-06 17:19:21,847553395,719036357,0,0,1459963161996000.0,170.00400000000005,18,576
2016-04-06 17:19:22,707247715,719036274,49531,1935,1459963162000000.0,332.0,167,7849
2016-04-06 17:19:22,719034815,3592064011,0,0,1459963162044000.0,332.956,13828,18052454
2016-04-06 17:19:22,719034815,3592064011,53,4444,1459963162044000.0,332.956,6914,10371000
2016-04-06 17:19:22,719034823,1063990133,0,0,1459963162076000.0,332.9240000000001,1319,180541
2016-04-06 17:19:22,1016554618,1016544898,64816,49860,1459963162196000.0,307.8040000000001,135,10800
2016-04-06 17:19:22,719034815,1163897711,53,9987,1459963162276000.0,330.724,317,475500
2016-04-06 17:19:22,719036106,3515300085,443,7927,1459963162280000.0,275.72,2433,819006
2016-04-06 17:19:22,719036242,3494298764,8000,41378,1459963162344000.0,300.656,62,4216
2016-04-06 17:19:22,719036242,2968793991,8000,57970,1459963162420000.0,300.58,62,4216
2016-04-06 17:19:22,719034823,1050840638,80,60452,1459963162452000.0,332.548,996,1108880
2016-04-06 17:19:22,1063977338,719036255,53,19692,1459963162456000.0,215.544,12,1752
2016-04-06 17:19:22,3627250324,719036242,45620,8000,1459963162688000.0,329.3119999999999,67,3676
2016-04-06 17:19:22,2784756030,719034713,5938,63119,1459963162712000.0,170.28799999999995,8,416
2016-04-06 17:19:22,3627284648,719036242,41218,8000,1459963162728000.0,170.27200000000005,18,1512
2016-04-06 17:19:22,3627250324,719036242,45619,8000,1459963162732000.0,329.26800000000014,67,3676
2016-04-06 17:19:22,3627250324,719036242,45617,8000,1459963162736000.0,329.264,67,3676
2016-04-06 17:19:22,3627250324,719036242,45616,8000,1459963162736000.0,329.264,67,3676
2016-04-06 17:19:22,719036341,2920595060,51109,161,1459963162756000.0,331.244,381,40825
2016-04-06 17:19:22,719034713,2784756030,63119,5938,1459963162760000.0,170.24,12,672
2016-04-06 17:19:22,719036341,1386396657,64385,5938,1459963162764000.0,170.236,12,672
2016-04-06 17:19:22,3591722841,719036280,6659,39574,1459963162944000.0,277.056,66,9120
2016-04-06 17:19:22,2144091225,719036341,123,169,1459963162964000.0,120.036,7,532
2016-04-06 17:19:22,3506382377,719036341,161,51109,1459963162980000.0,330.02,489,51658
2016-04-06 17:19:22,2206985908,719036341,0,0,1459963162988000.0,170.012,18,576
2016-04-06 17:19:23,719036249,2403862665,64522,161,1459963163108000.0,123.892,90,6972
2016-04-06 17:19:23,719035673,3496581410,357,30977,1459963163220000.0,308.78,9030,3874048
2016-04-06 17:19:23,1730436474,719036355,0,0,1459963163432000.0,225.568,46,1288
2016-04-06 17:19:23,719034713,604303977,55355,443,1459963163528000.0,331.472,10202,422217
2016-04-06 17:19:23,3564167802,719036355,0,0,1459963163580000.0,330.42,78,2492
2016-04-06 17:19:23,1386396657,719036341,5938,64385,1459963163644000.0,225.356,10,520
2016-04-06 17:19:23,3222669059,719036245,5222,27206,1459963163660000.0,151.34,372,19393
2016-04-06 17:19:23,3681188003,719035635,37135,22011,1459963163740000.0,226.26,47,2715
